ID;Num_Doc;Statement;Type
310:21;Atom_3064;I do also advocate for changing the `Ctrl-Shift-O` keybinding: While on Apple keyboards the `Alt` and `Cmd` keys are swapped, making them almost equivalently prominent, on PC keyboards `Ctrl` and `Shift` are considerably nearer together than `Ctrl` and `Alt`, making it harder to press them at the same time.;Claim: Assertion
310:22;Atom_3064;"This means that the keybinding to open an (Atom or Atom package) developer feature would be more prominent than an end user (not necessarily a developer) feature. I think at that point developer friendliness is overdone.Here are some examples of `Ctrl+Shift` in end user functionality:- In many editors with history support";Claim: Hypothesis/ Opinion
310:23;Atom_3064;"`Ctrl+O` opens a file while `Ctrl+Alt+O` opens the folder the currently opened files is stored in. In Brackets, `Ctrl-Alt-O` opens the QuickOpen (like Atom's FuzzyFinder), which is probably more frequently used and displaced opening the folder of the current file.Overall `Ctrl-Shift-O` seems to be an unusual key binding for opening something";Claim: Hypothesis/ Opinion
310:24;Atom_3064;. I could imagine that the cause for this is that few programs actually have a concept of a folder/directory _and also_ a concept of a file. Many text editors only know single files and IDEs usually have a concept of a project which leads to not having a concept of a file without a project anymore. For example, Eclipse can not even open a file without a project, for sublime every opened file is implicitely an opened project.;Claim: Hypothesis/ Opinion
310:25;Atom_3064;However we shouldn't think as other text editors. If it's useful and users create that keybind anyway, then it should be a keybind by default.;Claim: Suggestion/ recommendation
310:26;Atom_3064;I think `ctrl-shift-o` should open a folder, `open-dev` is an advanced feature and we've tried in the past to not reserve common keybindings for advanced features.;Claim: Hypothesis/ Opinion
310:27;Atom_3064;Running `open-dev` was really common in the early days of Atom development;Claim: Assertion
310:28;Atom_3064;But for the most part, people aren't doing this, except when developing packages or core, in which case using `ctrl-alt-o` on Linux to open a dev window is just as easy I believe, and of course these can always be remapped locally.;Claim: Hypothesis/ Opinion
310:29;Atom_3064;`ctrl-shift-O` is currently bound to `application:open-dev` on Linux, so although it prompts for a folder, it isn't the standard Open Folder action, it opens a new window in dev mode to the selected folder. Dev mode windows are primarily used for developing packages or Atom core;Claim: Assertion
310:38;Atom_3064;It's not displayed;Claim: Assertion
311:2;Atom_3512;How long is this line? Might be a dupe;Claim: Probability/doubtfulness
311:9;Atom_3512;" Yes, that's the right issue, thanks.";Claim: Assertion
311:11;Atom_3512;"Long lines stop being highlighted. If the last recognized character is in a string, the string will still be ""open"" in the next line.";Claim: Assertion
311:12;Atom_3512;Closing;Claim: Assertion
311:14;Atom_3512;"I don't consider my sample to be a ""large extremely long line"".";Claim: Hypothesis/ Opinion
311:15;Atom_3512;This issue is not about performance, it's just about characters not included in highlighting.;Claim: Assertion
311:16;Atom_3512;This is probably a dupe of https://github.com/atom/atom/issues/1667, which is what @benogle was probably thinking of. Sorry for the confusion.;Claim: Probability/doubtfulness
312:3;Atom_3624;I'd be willing to look into it if someone could point me in the right direction.;Claim: Hypothesis/ Opinion
312:5;Atom_3624;"OK I believe the problem is [here](https://github.com/atom/atom/blob/v1.0.10/src/selection.coffee#L329-L338)called by [this](https://github.com/atom/atom/blob/v1.0.10/src/text-editor.coffee#L2065)1) It'll only expand the line that contain the cursor.2) The cursor is on the last selected line.IE- select from top to bottom: only last line expand- select from bottom to top: only first line expand";Claim: Hypothesis/ Opinion
312:6;Atom_3624;"Fixed via #8646.";Claim: Assertion
312:11;Atom_3624;When you have a selection that spans a few lines, `cmd-l` selects the end of the last line, but doesn't select the beginning of the first line.  I expected it to select the beginning of the first line too.;Claim: Hypothesis/ Opinion
312:12;Atom_3624;"Some more inconsistent behavior here: if you click mid-way through a line, then shift+down and cmd+l, you get the behavior @colllin describes. If you do shift+up then cmd+l, the beginning of the first line is selected, but not the end of the last line. So, what seems to be going on is that cmd+l is adding the line containing the cursor to the selection, instead of adding all lines containing selected text to the selection.Weirdly, if you click and drag from midway through a line to midway through the line above then cmd+l, it selects all of the upper line but deselects the lower line entirely.";Claim: Assertion
312:13;Atom_3624;, if you click and drag from midway through a line to midway through the line above then cmd+l, it selects all of the upper line but deselects the lower line entirely.;Claim: Hypothesis/ Opinion
312:14;Atom_3624;Also happy to look into this and come up with a PR if someone can suggest where to look.;Claim: Hypothesis/ Opinion
313:4;Atom_4453;Me too with the Seti theme/syntax theme. Same as @50Wliu - when bracket matcher matches something.;Claim: Hypothesis/ Opinion
313:9;Atom_4453;Closing this out since the themes have been updated now.;Claim: Assertion
313:11;Atom_4453;They only appear when the cursor is in specific locations such as in the screenshot.;Claim: Assertion
313:12;Atom_4453;I can confirm this using the Atom Light UI and the Fizzy syntax theme.;Claim: Hypothesis/ Opinion
313:13;Atom_4453;Seems to happen whenever the Bracket Matcher matches something.;Claim: Probability/doubtfulness
313:14;Atom_4453;This is caused by bracket matcher updating to highlight decorations... see a very prescient post by @kevinsawicki here;Claim: Assertion
313:15;Atom_4453;Only the inner region is supposed to be styled, but both end up gaining the border colour causing the line to appear at the top of the editor.;Claim: Assertion
313:16;Atom_4453;The themes should be updated to use `.bracket-matcher .region` as the selector.;Claim: Suggestion/ recommendation
314:1;Atom_4718;"Add a title and icon to update dialogRefs atom/notifications#15.  Currently, the ""No update available"" dialog has no title or icon.";Claim: Assertion
314:2;Atom_4718;" is it possible to show icons in dialogs on Windows using Atom Shell?";Claim: Suggestion/ recommendation
315:10;Atom_5497;I agree this bug;Claim: Hypothesis/ Opinion
315:13;Atom_5497; i think, we should reopen this.;Claim: Hypothesis/ Opinion
315:23;Atom_5497;"This issue still exist!";Claim: Assertion
315:31;Atom_5497; If so, I believe that this should be documented below the checkbox in preferences.;Claim: Hypothesis/ Opinion
315:32;Atom_5497;maybe it is just a default for newly-opened editor tabs?;Claim: Probability/doubtfulness
315:33;Atom_5497;this should be fixed when https://github.com/atom/atom/issues/3719 is fixed).;Claim: Suggestion/ recommendation
315:34;Atom_5497;I think it might be related to js-formatter plugin ;Claim: Hypothesis/ Opinion
315:35;Atom_5497;I would love to have some status bar icon showing the current status of this flag (tabs or spaces).;Claim: Hypothesis/ Opinion
315:39;Atom_5497; I think we should open a new issue which clearly explains the problem and gives exact steps to reproduce the problem (exact file being opened, exact config settings being used, etc).;Claim: Hypothesis/ Opinion
315:40;Atom_5497;I wasn't able to reproduce this. Can you open a new issue in https://github.com/atom/settings-view with clear steps to reproduce and [more information](https://github.com/atom/atom/blob/master/CONTRIBUTING.md#submitting-issues)?;Claim: Assertion
315:41;Atom_5497; It's a basic feature for an editor.;Claim: Hypothesis/ Opinion
315:43;Atom_5497;I can't understand why this happens, it's like probably the largest bug in the history of Atom;Claim: Probability/doubtfulness
315:44;Atom_5497;Most reports of issues seem to be closed without resolving the underlying problem. There is only one open I could find (on cursory clicking):;Claim: Probability/doubtfulness
315:45;Atom_5497;"The big issue as reported is the inaccurate ""guessing"" combined with the inability for an editor-wide setting (and not per-file setting).";Claim: Assertion
315:46;Atom_5497;"It may be that several preferences may be required instead of having one monolithic setting which is clearly causing unhappiness:- Default for all files (y/n)- Default for certain files (by file extension)- Setting on per file basis";Claim: Probability/doubtfulness
315:47;Atom_5497;The idea would be to be able to re-order these in terms of priority,;Claim: Probability/doubtfulness
315:48;Atom_5497;It isn't just the editor itself, seems to be some underlying code that causes it because not even the package tabs-to-spaces can convert tabs in a html-file to pure spaces.;Claim: Probability/doubtfulness
315:52;Atom_5497;It was ticked.  I unticked it and now my problem seems to be solved.  Very frustrating though;Claim: Probability/doubtfulness
315:54;Atom_5497;"""Soft tabs"" don't work";Claim: Assertion
315:55;Atom_5497;I would expect leading spaces to be added to the new line.;Claim: Hypothesis/ Opinion
315:60;Atom_5497;I think @leedohm has a package for this.;Claim: Hypothesis/ Opinion
315:62;Atom_5497;This isn't working for me.;Claim: Assertion
315:63;Atom_5497;I expect that;Claim: Hypothesis/ Opinion
315:66;Atom_5497;same for me, makes writing python a nightmare;Claim: Hypothesis/ Opinion
315:67;Atom_5497;this is weird behaviour;Claim: Hypothesis/ Opinion
315:69;Atom_5497;This is a misfeature!;Claim: Assertion
315:72;Atom_5497;I agree that there is still an issue here.;Claim: Hypothesis/ Opinion
315:77;Atom_5497;. haven't had a tab/space issue or my text editor crash yet! ???;Claim: Assertion
315:80;Atom_5497;I guess its time to go back to sublime text.;Claim: Probability/doubtfulness
315:83;Atom_5497;It isn't just the editor itself, seems to be some underlying code that causes it;Claim: Probability/doubtfulness
315:86;Atom_5497;I agree its about to make me switch away from atom;Claim: Hypothesis/ Opinion
315:88;Atom_5497;When I tried to use emmet I faced the same problem that every one here;Claim: Assertion
316:3;Atom_5879;"There are many packages that handle this.  Seehttps://atom.io/search?utf8=%E2%9C%93&q=tabs";Claim: Assertion
316:6;Atom_5879;I think it would be great to have an option to set only have two tabs open or 3, so you can switch back and forth quickly to those tabs without having to think about which tab you were last on and where it is.;Claim: Hypothesis/ Opinion
316:7;Atom_5879;90% of the time, I just want to use the last tab I had open, and I really cannot use the tabs at all, because there's so many, and I can't tell the names on them;Claim: Hypothesis/ Opinion
316:8;Atom_5879;If it automatically closed the 6th to the last tab you had open or so, you could only have the last 5 tabs you had open.;Claim: Suggestion/ recommendation
316:9;Atom_5879;"Option to set how many tabs are open at once.I don't know about you guys, but my tabs very quickly get filled, and are thus rendered useless.";Claim: Suggestion/ recommendation
316:11;Atom_5879;that seems like it can give you the feature you want. I think there are a couple others with similar functionality. Have you tried using a package for this?;Claim: Hypothesis/ Opinion
317:8;Atom_7466;Node JS for iOS. This is for mobile support since most of the text editors I've seen for mobile are too basic or pricy.;Claim: Hypothesis/ Opinion
317:10;Atom_7466; this would be game changing;Claim: Suggestion/ recommendation
317:14;Atom_7466;"A touch version of atom with builds for jail broken iOS devices and Android devices.This will probably take a lot of work to get done but would be worth it. ";Claim: Probability/doubtfulness
317:15;Atom_7466;This could be done as a separate branch of Atom and also a version that doesn't have as much of the hack ability as the regular version for release on the iOS App Store.;Claim: Suggestion/ recommendation
317:16;Atom_7466;The iOS version would have to support x-callback-urls for compatibility with coding apps that have them like an app called Working Copy which is a great Git client for iOS.;Claim: Hypothesis/ Opinion
317:17;Atom_7466;I'm pretty sure Node.js does not run on iOS devices. Same goes for Android;Claim: Hypothesis/ Opinion
317:18;Atom_7466;Long story short, Atom will not run on iOS or Android devices.;Claim: Assertion
317:19;Atom_7466;this would be a huge effort with limited payoff, and likely impossible without drastically changing the architecture of the editor;Claim: Suggestion/ recommendation
317:20;Atom_7466;We'd prefer to focus on making Atom and Electron better on OS X, Windows and Linux.;Claim: Hypothesis/ Opinion
317:21;Atom_7466;Maybe in the future, mobile OSes will provide tooling to let Electron apps be compiled without much modification, but we won't be rewriting the editor to run on the iOS and Android of today.;Claim: Probability/doubtfulness
317:22;Atom_7466;For touch events in general, here are a few issues related to supporting Windows touch events - it's far from the stated desire of this issue, but working with any kind of touch UI is a necessary very early first step to running on some specific touch hardware;Claim: Assertion
317:25;Atom_7466;would be the only thing needed.;Claim: Suggestion/ recommendation
317:26;Atom_7466;It may not have everything you need, but have you tried this package:;Claim: Suggestion/ recommendation
317:27;Atom_7466;the related open issue could be seen as the original request I suppose;Claim: Hypothesis/ Opinion
317:28;Atom_7466;I would close this one;Claim: Probability/doubtfulness
318:5;Atom_7989;"You could at least highlight the declaration differently.  `val a` and `vara` are different.";Claim: Suggestion/ recommendation
318:9;Atom_7989;"Is there a way of of defining a dynamic grammar in atom?If there is, this ticket is about improving the documentation.if not it's about implementing a way of doing a dynamic grammar";Claim: Hypothesis/ Opinion
318:10;Atom_7989;The clearest explanation I found is this screenshot in Scala:;Claim: Hypothesis/ Opinion
318:11;Atom_7989;This is not possible just through regular expressions;Claim: Probability/doubtfulness
318:12;Atom_7989;I agree that this would be _very_ cool.;Claim: Hypothesis/ Opinion
318:14;Atom_7989;At some point in the next year, we may put some work into making our grammar system more powerful.;Claim: Probability/doubtfulness
318:15;Atom_7989;If and when we do this, we'll definitely blog about it, and you should bring up your desired features so we can talk about it in more detail.;Claim: Probability/doubtfulness
318:16;Atom_7989;I'm going to close this out for now, assuming we'll have to continue this discussion much later, but let me know if you'd like me to reopen it.;Claim: Hypothesis/ Opinion
318:17;Atom_7989;"This is used to great effect in `idris-mode` for Emacs, where the compiler tells the editor precisely how to color source text by stating ""make this subregion look like this, and this other one look like this"".";Claim: Assertion
318:18;Atom_7989;. If I'm not mistaken, doing this is @archaeron's goal for the Atom mode for Idris.;Claim: Probability/doubtfulness
318:19;Atom_7989;We don't support this ability right now. But as you know, the vast majority of our codebase (like emacs's) is written in a dynamic language;Claim: Assertion
318:20;Atom_7989;we probably won't be able to give you too much guidance at this time;Claim: Probability/doubtfulness
318:21;Atom_7989;this would have been really great.;Claim: Suggestion/ recommendation
318:22;Atom_7989;this would work in this example even if it would not help too much as one would want to know later in the program is a variable is mutable or not. Plus my usecase is a bit more complicated thant this example.;Claim: Hypothesis/ Opinion
319:4;Atom_8250;"Atom affects other programs' UIs on multiple desktopsI use MS Desktops (https://technet.microsoft.com/en-us/library/cc817881.aspx) on 64-bit Windows 7 and find that when Atom is running, when I bring other programs to the front, they don't always refresh completely, and I have to click again in the window or scroll the window to force a full refresh.";Claim: Assertion
319:5;Atom_8250;This seems to be a particular problem when using a desktop other than the default one, and when the programs are not running full-screen;Claim: Probability/doubtfulness
319:6;Atom_8250;The screenshot shows empty files in Atom and the Arduino UI.;Claim: Assertion
319:7;Atom_8250;Using the VirtuaWin virtual desktop manager seems to solve the problem.;Claim: Probability/doubtfulness
320:1;Atom_8553;"Add API for custom ""virtual"" lines (like those used in soft-wrap)Following this [discussion](https://discuss.atom.io/t/inserting-fake-blank-lines-in-the-editor-like-softwrap/18547/8)Atom has the ability to create and set content for lines that don't exist in the buffer. This is used for soft-wrapping text. Package creators would benefit from an api to do this manually, for example ""to add some virtual lines for references"" (Ominisharp-atom) or to make space for custom/temporary UI elements (preview-inline).By using the existing line rendering system the performance tuning is maintained, unlike in a solution that would allow arbitrary 'inline block' elements.";Claim: Suggestion/ recommendation
320:5;Atom_8553;This issue has been automatically marked as stale;Claim: Assertion
321:1;Atom_9273;"Close button for find tool. feature requestA button to toggle the find tool when the find tool is open would be very useful. I currently have to hit alt and then find the toggle under the find options";Claim: Suggestion/ recommendation
321:4;Atom_9273;This looks like a duplicate;Claim: Probability/doubtfulness
322:1;Atom_9395;"atom 1.10 on Macthe cursor is invisible";Claim: Assertion
322:2;Atom_9395;"This is likely an issue with the one of the themes you have installed. Can you try starting atom in [safe mode](https://atom.io/docs/latest/hacking-atom-debugging#check-if-the-problem-shows-up-in-safe-mode)?";Claim: Probability/doubtfulness
323:2;Atom_10063;"Make it easier to quickly close a large number of tabsHave you ever noticed how you can close a large number of tabs very quickly in Chrome?";Claim: Assertion
323:3;Atom_10063;I've noticed while using Atom that I oftentimes want to quickly close a large number of tabs, which proves to be challenging given the current state of tab closing. Below are two options for how this could be improved.;Claim: Assertion
323:4;Atom_10063;"Move the ""x"" to the same side tabs are floated. For me, tabs are floated left (this may be different for right-to-left languages, I don't know). For me, if the ""x"" was also on the left, then you could rapidly close tabs by clicking repeatedly in the same position, since the ""x"" of the next tab would occupy the same position as the ""x"" of the tab that was just closed. This seems like the obvious solution to me, but there may be other reasons that the ""x"" was placed on the right-hand side that I'm not aware of.";Claim: Suggestion/ recommendation
323:5;Atom_10063;"Leave the ""x"" where it is (on the right-hand side), but use Chrome's approach of keeping the tab size constant until the user moves the mouse out of the tab region. This would require a lot more code, but would allow you to keep the ""x"" on the right-hand side (if that is important for some reason).";Claim: Hypothesis/ Opinion
323:6;Atom_10063;Thanks for the suggestion! This looks like a duplicate of https://github.com/atom/tabs/issues/129 – feel free to keep the discussion going there.;Claim: Assertion
324:5;Atom_10892;"File Rename input box doesn't scroll if the filename is very longWhen renaming a file, if the filename is very long (too long to fit in the width of the Rename input box), the entire path will not show up and you can't horizontally scroll to see the end of the path.";Claim: Hypothesis/ Opinion
324:6;Atom_10892;You can delete part of the filename/path to shorten it enough to get the whole thing in the input box. You can still successfully rename the file.;Claim: Assertion
324:7;Atom_10892;Correct behavior should be that the input box will scroll horizontally as you arrow/select over the entire filename so you can see the whole path and edit it.;Claim: Suggestion/ recommendation
324:8;Atom_10892;This is a duplicate of https://github.com/atom/tree-view/issues/473. Please subscribe there for updates;Claim: Assertion
325:3;Atom_10905;"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.";Claim: Assertion
325:5;Atom_10905;Could it be possible to make more visible lines ending who aren't the line ending by default?;Claim: Probability/doubtfulness
325:6;Atom_10905;they aren't always well formed.;Claim: Assertion
325:7;Atom_10905;Make non-standard line-endings more visible (stylable);Claim: Assertion
326:6;Atom_11141;Maybe an option in the settings to turn off all the animations would be helpful.;Claim: Hypothesis/ Opinion
327:13;Atom_11448;Thank you, it worked, now the problem is when we get a lot of tabs, this is the reason why the current issue was opened.;Claim: Hypothesis/ Opinion
327:17;Atom_11448;Yeah, I like that too. I'll try that out for the One themes.;Claim: Hypothesis/ Opinion
327:21;Atom_11448;Close tab button is too big;Claim: Assertion
327:22;Atom_11448;That may be a useful workaround for now.;Claim: Probability/doubtfulness
327:23;Atom_11448;This may not fix the issue,;Claim: Probability/doubtfulness
327:25;Atom_11448;Very easy to accidentally click on when trying to open the tab.;Claim: Hypothesis/ Opinion
327:26;Atom_11448;Perhaps this package can be modified to get the behavior of showing the button only for the current active tab if you really want that.;Claim: Probability/doubtfulness
327:27;Atom_11448;I never close tabs with this button;Claim: Assertion
327:28;Atom_11448;looking at that package, it seems that it removes the close-icon completely, which also doubles as the modified icon. I tried copying the styles without installing the package and it seems to confirm my suspicions.;Claim: Probability/doubtfulness
327:29;Atom_11448;Modified icons shown by default. Close icon only visible on hover in active tab. Clicking in the close icon area on other tabs only changes to that tab;Claim: Assertion
327:30;Atom_11448;The downside is modified icons are also hidden on hover if the tab is not active. The close action is probably a script command tied to div.close-icon, ;Claim: Probability/doubtfulness
327:31;Atom_11448;Instead of removing it completely or trying to hide and unhide it based on various states. Or I guess you could change the size in addition to your hiding and unhiding for maximum protection against misclicks.;Claim: Hypothesis/ Opinion
327:32;Atom_11448;I came up with the following that works with `one-dark` for me, maybe someone that understands css can improve on this and make it work with more themes.;Claim: Probability/doubtfulness
327:33;Atom_11448;Two problems, horizontally the button is positioned with padding that is clickable,;Claim: Assertion
327:34;Atom_11448;I posted a duplicated accidentally here:;Claim: Assertion
327:36;Atom_11448;In Atom `1.10`, the close icon in the One Dark UI theme in minimum mode will have less padding on the sides, making selecting easier for very short file names;Claim: Assertion
327:37;Atom_11448;, so it's easier to see click area;Claim: Assertion
327:38;Atom_11448;I think having the clickable area smaller as in my example more closely follows how modern browsers work, and I don't think browser tabs are hard to close.;Claim: Hypothesis/ Opinion
327:39;Atom_11448;I think a behavior/size like Chrome or Opera would be best, where the clickable area is shown on hover.;Claim: Hypothesis/ Opinion
327:40;Atom_11448;Maybe the size of the X in Atom should be increased just a bit if you decide to use a behavior like this.;Claim: Probability/doubtfulness
327:41;Atom_11448;I can't tell if I am about to close or not just given a color.;Claim: Probability/doubtfulness
327:42;Atom_11448;This is especially annoying for the julia console tab,;Claim: Assertion
327:45;Atom_11448;The close button (box? what do you call it?) actually has an even bigger active area than it looks like, so anywhere towards the right side of the text ends up closing the tab;Claim: Probability/doubtfulness
327:46;Atom_11448;"Ideally, you'd reproduce the Chrome-like behavior as above; but even if not, the close button cannot be sensitive to clicks over title text";Claim: Hypothesis/ Opinion
327:48;Atom_11448;Atom is awesome in general, but this makes me angry every time.;Claim: Hypothesis/ Opinion
327:50;Atom_11448;What I've come up with isn't perfect, but it's the best I could do without modifying the tab package.;Claim: Hypothesis/ Opinion
327:53;Atom_11448;Nice I never realized that I was missing out on the modified icon.;Claim: Hypothesis/ Opinion
327:55;Atom_11448;Vertically the size of the button is set to be the full height;Claim: Assertion
327:57;Atom_11448;es/348;Claim: Assertion
327:66;Atom_11448;Also, Chrome has a close button on every tab.;Claim: Assertion
327:67;Atom_11448;There is now a [PR](https://github.com/atom/one-dark-ui/issues/144) that looks like this;Claim: Assertion
327:68;Atom_11448;I'm going to close it. The fix should be available in v1.10 as @simurai mentioned.;Claim: Assertion
328:4;Atom_11607;"I disabled every community packages installed and the problem was still there. I tried `Reload window` and a complete close/reopen of atom and nothing worked.I finally closed the project folder and restarted Atom and got the 10% missing (from the flex-grow) back. I reopened the same project folder and everything seems fine for now.";Claim: Hypothesis/ Opinion
328:5;Atom_11607;"After accidentally typing the wrong command in the command palet, I discovered that there is `Pane: Decrease Size` which cuts off 10% of the pane space. So not a bug, just a well hidden feature.";Claim: Assertion
328:6;Atom_11607;"For future reference, state is no longer serialized in the `~/.atom`directory (in reference to step 3 in the list of things you tried @jsveron23). To wipe out any saved state now, you can launch Atom using `atom --clear-window-state`. I tested this approach and it fixed up the shrunken pane.";Claim: Hypothesis/ Opinion
328:9;Atom_11607;"I tried to open specific named project but it never goes with full window but another project are fine when open.2. I tried to launch on the safe(-safe) mode but nothing change.3. I tried to delete .atom directory but still same problem (actually, _$ mv .atom atom_bak_ then re-launch)4. I changed specific directory name then it works but I do not want to change directory name.5. I couldn't find any specific settings for the project.";Claim: Hypothesis/ Opinion
329:3;Atom_11681;Thanks! Didn't know about this plugin. Actually this is a dup of https://github.com/atom/bookmarks/issues/8;Claim: Assertion
329:4;Atom_11681;No worries! We have a ton of repos, so it can definitely be tricky to figure out what goes where. ?;Claim: Assertion
329:7;Atom_11681;"When I hide the line numbers (cmd + P -> `Editor: Toggle Line Numbers`) all the bookmark icons disappear.I believe they should stay visible.";Claim: Hypothesis/ Opinion
330:3;Atom_11964;`Atom 1.12.8` not fixed;Claim: Assertion
330:4;Atom_11964;Solved, not sure which update;Claim: Assertion
330:8;Atom_11964;Flag emoji is not support;Claim: Assertion
330:12;Atom_11964;Same in `Atom 1.10.2` && MacOS `10.12.1`;Claim: Assertion
330:15;Atom_11964;This issue has been automatically marked as stale because it has not had recent activity;Claim: Assertion
331:7;Atom_12769;Scrolling down document when no lines left;Claim: Assertion
331:8;Atom_12769;I can scroll document down even if it has no lines left with data. There's a lower bound so I can't doing this continuously. The frame between last  line of data and actual 'lower bound' is about 25 lines. It feels like invisible 'something'.;Claim: Hypothesis/ Opinion
331:9;Atom_12769;I've never experienced that before updating to macOS Sierra, but not sure if it started right after updating;Claim: Probability/doubtfulness
332:2;Atom_14062;"Thanks for reaching out!We require the template to be filled out completely on all new issues and pull requests. We do this so that we can be certain we have all the information we need to address your submission efficiently. This allows the maintainers to spend more time fixing bugs, implementing enhancements, and reviewing and merging pull requests.Thanks for understanding and meeting us half way";Claim: Assertion
332:4;Atom_14062;editor font weight: lighter is the same as normal;Claim: Assertion
332:5;Atom_14062;I set font-weight for editor to lighter instead of normal, it looks the same. Changing from normal to bolder does make a difference;Claim: Assertion
333:3;Atom_15217;This issue talks totally different thing with #14911, please read it again;Claim: Assertion
333:16;Atom_15217;It seems like this behavior causes problems for users with a trackpad.;Claim: Probability/doubtfulness
333:18;Atom_15217;Weird when editing text which is partial selected;Claim: Assertion
333:19;Atom_15217;Select a part of a string and type a letter, the selection should disappear but not move to the right part of the string, this is a DEMO;Claim: Suggestion/ recommendation
333:22;Atom_15217;I did the steps more than 10 times,;Claim: Assertion
333:23;Atom_15217;We noticed that this is a duplicate;Claim: Assertion
333:25;Atom_15217;You may want to subscribe there for updates.;Claim: Suggestion/ recommendation
333:27;Atom_15217;This happens;Claim: Assertion
333:29;Atom_15217;! I found the reason of this problem.;Claim: Assertion
333:32;Atom_15217;. I don't know what the expected behavior is using these steps;Claim: Probability/doubtfulness
333:34;Atom_15217;I am not sure if it is a bug or a new expected behavior;Claim: Probability/doubtfulness
333:35;Atom_15217;Same problem here, I'm using macOS Sierra 10.12.6 with trackpad;Claim: Assertion
333:37;Atom_15217;I commented about it working differently in Atom 1.18;Claim: Assertion
334:6;Atom_15442;likely caused by recent changes.;Claim: Probability/doubtfulness
334:8;Atom_15442;Possibly related;Claim: Probability/doubtfulness
334:9;Atom_15442;Scroll bars not showing in center pane items;Claim: Assertion
334:10;Atom_15442;Scroll bars not showing in pane items (text editors, settings view, etc);Claim: Assertion
334:11;Atom_15442;Scroll bars are visible in the text editor;Claim: Assertion
334:12;Atom_15442;"Reproduces no matter what the OS preference is for scroll bars, ""Always"" just makes it more obvious.";Claim: Hypothesis/ Opinion
335:4;Atom_16355;We noticed that this is a duplicate;Claim: Assertion
335:6;Atom_16355;Typing goes inside the file content instead Find File Plate(Ctrl+P);Claim: Assertion
335:7;Atom_16355;Also Esc  won't work;Claim: Assertion
336:4;Atom_17314;I suggest the feature of having all code samples displayed in such a way the user can toggle between the preferred language (coffee, es6, js).;Claim: Suggestion/ recommendation
